Operator,Active,Idle,Plugged,New,Unknown,Total
E. L. Labadie,0,0,1,0,0,1
E. L. Olmstead Oil Co.,0,0,1,0,0,1
E. L. Tompkins,0,0,1,0,0,1
E. M. Bedford,0,0,1,0,0,1
E. M. Breem,0,0,1,0,0,1
E. M. Richardson and J. W. Heaston,0,0,1,0,0,1
E. M. Shannon,0,0,1,0,0,1
E. M. Spaulding,0,0,1,0,0,1
"E. M. Tilbury & F.E. Weagant, Op",0,0,1,0,0,1
E. O. Reid,0,0,1,0,0,1
E. Randolph Smith,0,0,1,0,0,1
E. Recknagel H. W. Mangold & Wm Wagoner,0,0,1,0,0,1
"E. T. Willard, Trustee",0,0,1,0,0,1
E. W. Lenhart,0,0,1,0,0,1
E. W. Spiers,0,0,1,0,0,1
E.K.S. Oil Co.,0,0,1,0,0,1
Eagle Oil & Varnish Co.,0,0,1,0,0,1
Eagle Petroleum Consultants,0,0,1,0,0,1
Earl Costello,0,0,1,0,0,1
Earl Kelly,0,0,1,0,0,1
Earl Petro. Corp. Ltd.,0,0,1,0,0,1
Earl V. Rhoads & Reuben C. Gilliam,0,0,1,0,0,1
Earle Moore,0,0,1,0,0,1
Earth Basics Contracting Corp.,0,0,1,0,0,1
EAS & Assoc.,0,0,1,0,0,1
Eason Oil Co.,0,0,1,0,0,1
Eason Oil Company,0,0,1,0,0,1
East Beach Oil Co.,0,0,1,0,0,1
East Coalinga Oilfields Corp.,0,0,1,0,0,1
East Elwood Petro. Corp.,0,0,1,0,0,1
East Piru Oil Co.,0,0,1,0,0,1
East San Emidio Oil Land Co.,0,0,1,0,0,1
East Standard Corporation,0,0,1,0,0,1
East Trico Oil Company,0,0,1,0,0,1
"Easterday Exploration, Inc.",0,0,1,0,0,1
Eastern Natural Gas Corp.,0,0,1,0,0,1
Eastern Oil Co.,0,0,1,0,0,1
Easton-Monell,0,0,1,0,0,1
Ebert and Brandt,0,0,1,0,0,1
Ebert E. Smith,0,0,1,0,0,1
Ebert Oil Co.,0,0,1,0,0,1
"Ebert, Hendricks & Hendricks",0,0,1,0,0,1
ECC Oil Company,0,0,1,0,0,1
Echo-Brea Oil Co.,0,0,1,0,0,1
Ecology Auto Wrecking,0,0,1,0,0,1
Ed McAdams,0,0,1,0,0,1
"Ed McAdams, Trustee",0,0,1,0,0,1
Eddie Lebaron,0,0,1,0,0,1
Eddy & Riedman,0,0,1,0,0,1
Eddystone Oil Corp.,0,0,1,0,0,1
Edgemont Petro. Co.,0,0,1,0,0,1
Edison Securities Co.,0,0,1,0,0,1
Edna M. Allenbaugh,0,0,1,0,0,1
Edw. A. Kelly,0,0,1,0,0,1
"Edward B. Towne, Jr.",0,0,1,0,0,1
Edward G. Cummings,0,0,1,0,0,1
Edward Gieck,0,0,1,0,0,1
Edward Hennes,0,0,1,0,0,1
Edward Kline,0,0,1,0,0,1
Edward M Lang,0,0,1,0,0,1
Edward M. Lesperance,0,0,1,0,0,1
"Edward M. Tilbury, Operator",0,0,1,0,0,1
Edward Pietzschke,0,0,1,0,0,1
Edward R. Richter,0,0,1,0,0,1
Edward S. McAuliffe,0,0,1,0,0,1
Edwards & Cole,0,0,1,0,0,1
Edwin A. McKanna,0,0,1,0,0,1
"Edwin W. Pauley, Oper.",0,0,1,0,0,1
Eel River Expl. Co.,0,0,1,0,0,1
EHA Andrews,0,0,1,0,0,1
El Cam Oil Co.,0,0,1,0,0,1
El Camino Oil Co. Ltd,0,0,1,0,0,1
El Cerrito Oil Co.,0,0,1,0,0,1
"El Hondo Petro., Inc.",0,0,1,0,0,1
El Jemaro Oil Co.,0,0,1,0,0,1
El Rancho Expl. Co.,0,0,1,0,0,1
El Rika Oil Co.,0,0,1,0,0,1
El Segundo Oil Corp.,0,0,1,0,0,1
Elba Oil Co.,0,0,1,0,0,1
Eldee Oil Co.,0,0,1,0,0,1
Electro-Cap Inc.,0,0,1,0,0,1
Electrological Petro. Corp.,0,0,1,0,0,1
Eleda Oil Co.,0,0,1,0,0,1
Eliot M. Ashe,0,0,1,0,0,1
"Elisha Walker, Jr.",0,0,1,0,0,1
Elizabeth B. Guiberson,0,0,1,0,0,1
Elizabeth E. Heyler and David B. Heyler,0,0,1,0,0,1
Elizalde Oil Co.,0,0,1,0,0,1
Elk Expl. Inc.,0,0,1,0,0,1
Elk Hills Petroleum Corporation,0,0,1,0,0,1
Elk Slough Pipeline Co.,0,0,1,0,0,1
Elkhorn Oil and Development Co.,0,0,1,0,0,1
Elkhorn Petro. Co.,0,0,1,0,0,1
Ella Chisholm Dorn,0,0,1,0,0,1
"Ella M, Krouskop, H. G. Triplett & Roof",0,0,1,0,0,1
"Elliott-Herley-Marshall, Partnership",0,0,1,0,0,1
Elliott & Classen,0,0,1,0,0,1
Elliott Classen & Mickle,0,0,1,0,0,1
Elliott Core Drilling Company,0,0,1,0,0,1
"Elliott Roosevelt, Jr.",0,0,1,0,0,1
Elmer C. Von Glahn Assoc.,0,0,1,0,0,1
"Elmer J. Boeseke, Jr.",0,0,1,0,0,1
Elmer Knotts & Associates,0,0,1,0,0,1
Elmer L. Knotts,0,0,1,0,0,1
"Elmo Knight, Operator",0,0,1,0,0,1
Elmo W. Adams,0,0,1,0,0,1
Em. H. Mettler & Sons,0,0,1,0,0,1
Emerald San Joaquin Corp.,0,0,1,0,0,1
Emerell Expl Co.,0,0,1,0,0,1
Emigrant Hill Oil Company,0,0,1,0,0,1
Emil & Ruby Plegel,0,0,1,0,0,1
Emjayco,0,0,1,0,0,1
Emma F. Exline,0,0,1,0,0,1
Emmons & Emmons,0,0,1,0,0,1
Encinal Oil Co.,0,0,1,0,0,1
Engine Oil & Gas Corp.,0,0,1,0,0,1
"Engineering, Drilling & Production, Inc.",0,0,1,0,0,1
Enron Oil & Gas Company,0,0,1,0,0,1
Ensign United States Drilling (CA) Inc.,0,0,1,0,0,1
Epco Inc.,0,0,1,0,0,1
Epsilon Oil and Gas Co.,0,0,1,0,0,1
Equality Oil Co.,0,0,1,0,0,1
Equitable Petro. Expl. Co.,0,0,1,0,0,1
Era Oil Co.,0,0,1,0,0,1
Ermine Keystone LLC,0,0,1,0,0,1
Ernest C. Matthews,0,0,1,0,0,1
Ernest Edwards and K. Edwards,0,0,1,0,0,1
Ernest F. Lang,0,0,1,0,0,1
Ernest Meyer,0,0,1,0,0,1
Ernest R. Smith,0,0,1,0,0,1
Ernie Combs,0,0,1,0,0,1
"Esparto-Lincoln Oil Fields, Inc.",0,0,1,0,0,1
Esperanza Consolidated Oil Co.,0,0,1,0,0,1
Esperanza Oil Co.,0,0,1,0,0,1
Essex Oil & Gas Company,0,0,1,0,0,1
Estate of A. A. Rembold,0,0,1,0,0,1
Estate of A. H. & R. M. Kiesau,0,0,1,0,0,1
Estate of Albert Stevenson,0,0,1,0,0,1
Estate of E. B. Hougham Op.,0,0,1,0,0,1
Estate of Edward A. Beaudette,0,0,1,0,0,1
Estate of Elizabeth A. Bixler,0,0,1,0,0,1
"Estate of Etienne Lang, Deceased",0,0,1,0,0,1
Estate of George W. Smith,0,0,1,0,0,1
"Estate of Hampton & Co., Inc. Bankrupt",0,0,1,0,0,1
Estate of J Stephen Horn,0,0,1,0,0,1
Estate of J. E. O'Donnell,0,0,1,0,0,1
Estate of J. J. Baker,0,0,1,0,0,1
Estate of John K. Kesson,0,0,1,0,0,1
Estate of Otis Birch,0,0,1,0,0,1
Estate of Raymond D. Herzog,0,0,1,0,0,1
Estate of Warren L. Meeker & R. Garner,0,0,1,0,0,1
Estate of Wayne Mills,0,0,1,0,0,1
Estrella Partnership,0,0,1,0,0,1
Eugen Kronisch,0,0,1,0,0,1
Eugene C. McClaran,0,0,1,0,0,1
Eugene E. Marble,0,0,1,0,0,1
Eureka Canyon Syndicate,0,0,1,0,0,1
Eureka Co.,0,0,1,0,0,1
Evans-Carter,0,0,1,0,0,1
"Evans-Jacobson Expl. Co., Ltd.",0,0,1,0,0,1
Everett H. Jones,0,0,1,0,0,1
Everett Oil Company,0,0,1,0,0,1
Evinger Brothers,0,0,1,0,0,1
Excelsior Oil Co.,0,0,1,0,0,1
"Exergy Oil Company, LLC",0,0,1,0,0,1
Exline Fisher & Quist,0,0,1,0,0,1
"F-W Oil Interests, Inc.",0,0,1,0,0,1
F. & W. Petroleum Company,0,0,1,0,0,1
F. A. Black,0,0,1,0,0,1
F. A. Craise,0,0,1,0,0,1
F. A. McDonald,0,0,1,0,0,1
F. A. Miller & R R Nance,0,0,1,0,0,1
F. A. Nighbert,0,0,1,0,0,1
"F. A. Rose Oil & Royalty Co., Inc.",0,0,1,0,0,1
F. B. Langstroth,0,0,1,0,0,1
F. C. Goetz,0,0,1,0,0,1
F. D. Goody,0,0,1,0,0,1
"F. E. Borton, James Petrini, G. E. Gilmore Jr. and Sam Ashe",0,0,1,0,0,1
F. E. Ellis,0,0,1,0,0,1
F. E. Null & R. V. Hearons,0,0,1,0,0,1
F. F. Partridge,0,0,1,0,0,1
F. G. Anderson,0,0,1,0,0,1
F. G. Anderson Trustee,0,0,1,0,0,1
F. G. Butler,0,0,1,0,0,1
F. G. Phillips & Co.,0,0,1,0,0,1
F. G. Walker,0,0,1,0,0,1
F. H. Prather & Assoc.,0,0,1,0,0,1
F. J. Cooper,0,0,1,0,0,1
F. Kenney,0,0,1,0,0,1
F. M. Hewlett,0,0,1,0,0,1
F. M. Pottenger,0,0,1,0,0,1
F. McAteer and W. R. Wells,0,0,1,0,0,1
F. O. Wood,0,0,1,0,0,1
F. R. Shaffer and Karl Lehndorfer,0,0,1,0,0,1
F. S. D. Oil Co.,0,0,1,0,0,1
F. S. Simpson,0,0,1,0,0,1
F. W. McNear,0,0,1,0,0,1
F. W. Tutin & H H Twisselman,0,0,1,0,0,1
F. W. W. Drilling Co.,0,0,1,0,0,1
"F.H.R. Oil Co., Ltd.",0,0,1,0,0,1
Fairhaven Oil Co. Inc.,0,0,1,0,0,1
Fairmount Expl. Co.,0,0,1,0,0,1
Falcon Seaboard Drilling Co.,0,0,1,0,0,1
Fallis Oil Co.,0,0,1,0,0,1
Falma Oil Co.,0,0,1,0,0,1
Family Oil Co.,0,0,1,0,0,1
Famosa Oil Co.,0,0,1,0,0,1
Fannie L. Griffith et al,0,0,1,0,0,1
Farmlands Int. Energy Co.,0,0,1,0,0,1
Fate Oil Co,0,0,1,0,0,1
Fay Wright - Operator,0,0,1,0,0,1
Federal Cons. Oil Co.,0,0,1,0,0,1
"Federal Exploration Co., Inc.",0,0,1,0,0,1
FeLyBy Associates LLC,0,0,1,0,0,1
Ferdon & Vurpillat Oil Land Synd.,0,0,1,0,0,1
Fernando Oil Co.,0,0,1,0,0,1
Ferraro Construction Co.,0,0,1,0,0,1
"Fidelity Realty Corp., Ltd.",0,0,1,0,0,1
Field Energy Corp.,0,0,1,0,0,1
Fifty-Seven Oil Co.,0,0,1,0,0,1
Fillmore Improvement,0,0,1,0,0,1
Fillmore Land Co.,0,0,1,0,0,1
Fillmore Oil & Refining Co.,0,0,1,0,0,1
"Filmland Oil Co., Ltd.",0,0,1,0,0,1
Filon Expl. Corp.,0,0,1,0,0,1
Fire-Rice Drilling Co.,0,0,1,0,0,1
Firedart Oil Co.,0,0,1,0,0,1
"Firmin Court, L.P.",0,0,1,0,0,1
Fischgrund and Shane,0,0,1,0,0,1
Fishcer Oil Co.,0,0,1,0,0,1
Fisher-Gregg Oil Syndicate,0,0,1,0,0,1
"Fisher Lease, Inc.",0,0,1,0,0,1
Fiske & Curtis,0,0,1,0,0,1
Five Points Petroleum Corp.,0,0,1,0,0,1
"Five Star Drive-In Theater, Inc.",0,0,1,0,0,1
Flagstaff Oil Co.,0,0,1,0,0,1
Flamingo Oil Co.,0,0,1,0,0,1
Fleet Expl Ltd,0,0,1,0,0,1
Fleet Petro. Co.,0,0,1,0,0,1
Fleetwood Oil Co.,0,0,1,0,0,1
Fletcher Dart,0,0,1,0,0,1
Florence M. Brauer,0,0,1,0,0,1
Florida Expl. Co.,0,0,1,0,0,1
Floyd & Alene Jenner,0,0,1,0,0,1
Floyd Day,0,0,1,0,0,1
Floyd S. Herring,0,0,1,0,0,1
Flying J Oil & Gas Inc.,0,0,1,0,0,1
FMR Services Inc.,0,0,1,0,0,1
"Ford Alexander, et al",0,0,1,0,0,1
"Forestar Chatsworth, LLC",0,0,1,0,0,1
"Forexco, Inc.",0,0,1,0,0,1
Forrest R. Majors,0,0,1,0,0,1
Fort Wayne-Madera Syndicate,0,0,1,0,0,1
Foster-Maxam Corp.,0,0,1,0,0,1
Fountain Springs Oil Company,0,0,1,0,0,1
Foust and Roath,0,0,1,0,0,1
Fowler-Hull & Co.,0,0,1,0,0,1
Fowler and Oles Oil Co.,0,0,1,0,0,1
Fowler Drilling Co.,0,0,1,0,0,1
"Fowler Drilling Co. & Stansbury, Inc.",0,0,1,0,0,1
"Fowler, Boone and Assoc.",0,0,1,0,0,1
"Fowler, Satchell & Co.",0,0,1,0,0,1
"Fox M. Boswell, et al",0,0,1,0,0,1
Foxen Oil Co.,0,0,1,0,0,1
Frakes Oil Co.,0,0,1,0,0,1
Francis O'Reilly,0,0,1,0,0,1
Francis S. Markiewicz & Patricia Markiewicz,0,0,1,0,0,1
Frank A. McDonald,0,0,1,0,0,1
Frank C. Cann,0,0,1,0,0,1
Frank C. Creasey,0,0,1,0,0,1
"Frank Collins, Trustee",0,0,1,0,0,1
"Frank E. Abbott, Trustee",0,0,1,0,0,1
"Frank Goldman and Howard H. Bell, Jr.",0,0,1,0,0,1
Frank Hall and J. F. Early,0,0,1,0,0,1
Frank M. Anderson,0,0,1,0,0,1
Frank M. Gilstrap,0,0,1,0,0,1
"Frank M. Taylor, Oper.",0,0,1,0,0,1
Frank Marik,0,0,1,0,0,1
"Frank McKay, Oper.",0,0,1,0,0,1
Frank Messina,0,0,1,0,0,1
Frank P. Sproul,0,0,1,0,0,1
Frank R. Halterman,0,0,1,0,0,1
Frank S. Wallace,0,0,1,0,0,1
Frank Shannon,0,0,1,0,0,1
Frank Waters Oil Co.,0,0,1,0,0,1
Frankel Orloff Oil Co.,0,0,1,0,0,1
"Frankley-Harriman, Inc.",0,0,1,0,0,1
Franklin Oil Co. of Calif.,0,0,1,0,0,1
Franru Oil Co.,0,0,1,0,0,1
Frans Nelson and Company,0,0,1,0,0,1
Frantzen Petroleum Corp.,0,0,1,0,0,1
Franzke & E.W. King,0,0,1,0,0,1
Fraser & Paulsen,0,0,1,0,0,1
Frazier-Finley,0,0,1,0,0,1
"Fred-Lite Blocks, Inc.",0,0,1,0,0,1
Fred A. Kochergen,0,0,1,0,0,1
Fred A. McMaster and Carolyn C. McMaster,0,0,1,0,0,1
Fred A. Miller & Associates,0,0,1,0,0,1
Fred Allen,0,0,1,0,0,1
Fred Arkenburg,0,0,1,0,0,1
Fred B. Copeland,0,0,1,0,0,1
Fred Bauchwitz,0,0,1,0,0,1
Fred Bever & Fred Lippert,0,0,1,0,0,1
Fred C. Herman,0,0,1,0,0,1
Fred C. Macomber,0,0,1,0,0,1
Fred D. McMillen,0,0,1,0,0,1
Fred E. Stewart,0,0,1,0,0,1
"Fred F. Faber, Jr.",0,0,1,0,0,1
Fred Fitch,0,0,1,0,0,1
Fred G. Delaney,0,0,1,0,0,1
Fred G. Walker & Albert Monyier,0,0,1,0,0,1
Fred Goodstein,0,0,1,0,0,1
Fred J. Elliott,0,0,1,0,0,1
"Fred Jasper, Jr.",0,0,1,0,0,1
"Fred M. Manning, Inc.",0,0,1,0,0,1
Fred N. Gholson,0,0,1,0,0,1
Fred R. Williams,0,0,1,0,0,1
Fred T. Moody,0,0,1,0,0,1
Fred Thompson,0,0,1,0,0,1
Fred Thompson and Stephens Oil Co.,0,0,1,0,0,1
Fred W. Moser and George C. Atha,0,0,1,0,0,1
Frederick A. Speik,0,0,1,0,0,1
Frederick C. Beyl,0,0,1,0,0,1
Frederick Libby,0,0,1,0,0,1
Frederick Oil Corp.,0,0,1,0,0,1
Freedom Drilling Co.,0,0,1,0,0,1
Freedom General Repair & Pump Shop,0,0,1,0,0,1
Freeman E. Gates,0,0,1,0,0,1
Freeman Oil,0,0,1,0,0,1
"Freeman Oil & Gas Co., Inc.",0,0,1,0,0,1
"Frende W. Combs, Agent",0,0,1,0,0,1
Fresno-San Benito Oil Co.,0,0,1,0,0,1
Fresno Associated Oil & Gas Co.,0,0,1,0,0,1
Fresno Drilling Co.,0,0,1,0,0,1
Fresno Petro. Co.,0,0,1,0,0,1
Fresno Sunmaid Oil Co.,0,0,1,0,0,1
Fugler Ranch Oil,0,0,1,0,0,1
Fulkerson Oil Co.,0,0,1,0,0,1
Fundamental Oil Corp.,0,0,1,0,0,1
Funk and Loomis,0,0,1,0,0,1
Future Success Oil Co.,0,0,1,0,0,1
G & J Corp.,0,0,1,0,0,1
G & S Expl. Co.,0,0,1,0,0,1
G & W Drilling Co.,0,0,1,0,0,1
G C Thompson,0,0,1,0,0,1
G. A. Grober & Associates,0,0,1,0,0,1
G. A. Langstaff,0,0,1,0,0,1
G. B. Cavalletto,0,0,1,0,0,1
G. B. Finch,0,0,1,0,0,1
G. B. Finch Oil Co.,0,0,1,0,0,1
G. C. Nelson,0,0,1,0,0,1
G. D. Murdoch,0,0,1,0,0,1
G. E. Hutchinson & Assoc.,0,0,1,0,0,1
G. E. McKinney & Wayne H. Myers,0,0,1,0,0,1
G. E. Renner & R.H.L. Oil Co.,0,0,1,0,0,1
G. Everett Miller,0,0,1,0,0,1
G. H. D. Oil Co.,0,0,1,0,0,1
G. Hamilton Beasley,0,0,1,0,0,1
G. J. Green,0,0,1,0,0,1
"G. J. Green, Merle W. Wheeler and Alex Walton",0,0,1,0,0,1
G. J. Landers,0,0,1,0,0,1
G. Kinkaid,0,0,1,0,0,1
G. L. Bergman,0,0,1,0,0,1
G. M. Knapp,0,0,1,0,0,1
G. N. Bray,0,0,1,0,0,1
G. W. Chort,0,0,1,0,0,1
G.E.M.E.S. & Fowler Oil Co.,0,0,1,0,0,1
G.L. Speir Co.,0,0,1,0,0,1
Gabilan Oil Co.,0,0,1,0,0,1
Gaddie Dev. Co.,0,0,1,0,0,1
Galen B. Finch & Assoc.,0,0,1,0,0,1
Galveston Oil Co.,0,0,1,0,0,1
Gammon & Gammon,0,0,1,0,0,1
Gannon and Winel,0,0,1,0,0,1
"Ganong & Ellison, Operator",0,0,1,0,0,1
Gantry Corp.,0,0,1,0,0,1
Gardena Royalties Co.,0,0,1,0,0,1
Garliepp & Assoc.,0,0,1,0,0,1
Garner-Price,0,0,1,0,0,1
Garner Bros. Oil Co.,0,0,1,0,0,1
Garten Expl Co.,0,0,1,0,0,1
Garten Exploration Co. & M. O. Garten,0,0,1,0,0,1
Gary-Williams Oil,0,0,1,0,0,1
Gary Wells,0,0,1,0,0,1
Gas Oil Leasing Development Co.,0,0,1,0,0,1
Gaston A. Bastanchury,0,0,1,0,0,1
"Gate King Properties, LLC",0,0,1,0,0,1
Gates Oil Co.,0,0,1,0,0,1
Gato Ridge Oil,0,0,1,0,0,1
Gatos Creek Oil Co.,0,0,1,0,0,1
Gaviota Oil Co,0,0,1,0,0,1
"GDM Resources, Inc.",0,0,1,0,0,1
GEH,0,0,1,0,0,1
Gene Reid Oil Co.,0,0,1,0,0,1
Gene W. East,0,0,1,0,0,1
General American Oil Co. of Texas,0,0,1,0,0,1
General Oil Co.,0,0,1,0,0,1
General Prod. Corp. of Arizona,0,0,1,0,0,1
Geneva Marie Co.,0,0,1,0,0,1
"Geo-Logic, Inc.",0,0,1,0,0,1
Geo A Taylor & Ben Rankin,0,0,1,0,0,1
Geo G Parry,0,0,1,0,0,1
Geo W. Johnsonny,0,0,1,0,0,1
Geo. A. McDonald,0,0,1,0,0,1
Geo. A. Parsons,0,0,1,0,0,1
Geo. Capron,0,0,1,0,0,1
Geo. F. Wilson & N.B. Rairden,0,0,1,0,0,1
Geo. Goodrum,0,0,1,0,0,1
"Geo. Goodrum, Ltd.",0,0,1,0,0,1
Geo. K. Linderman,0,0,1,0,0,1
Geo. K. Palmer,0,0,1,0,0,1
Geo. Kipp Inc.,0,0,1,0,0,1
Geo. Milligan,0,0,1,0,0,1
Geo. N. Snyder,0,0,1,0,0,1
Geo. O. H. Buchner,0,0,1,0,0,1
Geo. S. Wright,0,0,1,0,0,1
"Geo. Terry Drilling Co., Inc.",0,0,1,0,0,1
Geo. W. Ring & Frank L. Ring,0,0,1,0,0,1
Geo. W. Smith,0,0,1,0,0,1
"Geochemical Surveys, Inc.",0,0,1,0,0,1
Geopetro Resources Company,0,0,1,0,0,1
George A. Grober,0,0,1,0,0,1
George A. Jones,0,0,1,0,0,1
George B. Anderson,0,0,1,0,0,1
George B. Armstrong,0,0,1,0,0,1
George C. Atha,0,0,1,0,0,1
George C. Withers,0,0,1,0,0,1
George D. Rowan,0,0,1,0,0,1
George Duty & Assoc.,0,0,1,0,0,1
George E Almgren,0,0,1,0,0,1
George E. & Lola Vardas,0,0,1,0,0,1
"George E. Cameron, Jr.",0,0,1,0,0,1
George E. Cathcart,0,0,1,0,0,1
George E. Giardina,0,0,1,0,0,1
George E. Wise,0,0,1,0,0,1
George F. Sproul,0,0,1,0,0,1
George H. Marsh,0,0,1,0,0,1
George J. Darneille,0,0,1,0,0,1
George L. Guthrie,0,0,1,0,0,1
George L. Guthrie & Assoc.,0,0,1,0,0,1
George N. Snyder,0,0,1,0,0,1
George O. Gorham,0,0,1,0,0,1
George P. Lyons,0,0,1,0,0,1
George Pepperdine College,0,0,1,0,0,1
George R. Liddle,0,0,1,0,0,1
George R. Rider,0,0,1,0,0,1
George R. Urich,0,0,1,0,0,1
George Sievers,0,0,1,0,0,1
"George Sunday, Jr.",0,0,1,0,0,1
George T. Cameron,0,0,1,0,0,1
George Terry,0,0,1,0,0,1
George Terry Drilling Co.,0,0,1,0,0,1
George W. Arnold,0,0,1,0,0,1
George W. Dean,0,0,1,0,0,1
George W. Milligan & Donald E. Milligan,0,0,1,0,0,1
George W. Owens,0,0,1,0,0,1
George W. Rankin,0,0,1,0,0,1
George W. Ring,0,0,1,0,0,1
George W. Shearer,0,0,1,0,0,1
George W. Smith,0,0,1,0,0,1
George W. Wake,0,0,1,0,0,1
George Wake,0,0,1,0,0,1
George Walters,0,0,1,0,0,1
Gerald Beougher and Dale Beougher,0,0,1,0,0,1
Gerald Carroll,0,0,1,0,0,1
Gerard Ryzek,0,0,1,0,0,1
Gerrard-Grimes Oil Syndicate,0,0,1,0,0,1
Gertie L. Bennett,0,0,1,0,0,1
Getty Oil Co.,0,0,1,0,0,1
Gibson,0,0,1,0,0,1
Gibson-Sullivan,0,0,1,0,0,1
"Gieck Oil Corp., Ltd.",0,0,1,0,0,1
Gilbert Petro. Corp.,0,0,1,0,0,1
Giles E. Wallace,0,0,1,0,0,1
Gill-David Oil Co. Inc.,0,0,1,0,0,1
Gill Oil Company,0,0,1,0,0,1
Gilliland & Lyte Oil Co.,0,0,1,0,0,1
Gilmore & Page Trucking Co.,0,0,1,0,0,1
Ginger Oil Co.,0,0,1,0,0,1
Giovanni Vai,0,0,1,0,0,1
Glen Dial,0,0,1,0,0,1
Glen G. Stone,0,0,1,0,0,1
"Glen H. Mitchel, Operator",0,0,1,0,0,1
Glenn A. Martain,0,0,1,0,0,1
Glenn H. McCarthy,0,0,1,0,0,1
Glick Wind Machine Sales & Rental Inc.,0,0,1,0,0,1
Globe Lease & Royalty Co.,0,0,1,0,0,1
"Globe Minerals, Inc.",0,0,1,0,0,1
"GLR Exploration Co., Ltd.",0,0,1,0,0,1
"Go Energy, Inc.",0,0,1,0,0,1
Gods Right Arm Oil Corp.,0,0,1,0,0,1
Golconda Petro. Corp.,0,0,1,0,0,1
"Gold Crown Pete, Ltd.",0,0,1,0,0,1
Gold Metals Consolidated Mining Co.,0,0,1,0,0,1
Gold Sands Petroleum,0,0,1,0,0,1
Gold Seal Petro. Co.,0,0,1,0,0,1
Gold Tip Oil Co.,0,0,1,0,0,1
Golden Crest Oil Co.,0,0,1,0,0,1
Golden Eagle Rfg. Co. Inc.,0,0,1,0,0,1
Golden Gate Petroleum,0,0,1,0,0,1
Golden Gate Petroleum Co. and United Exploration Co. of Calif.,0,0,1,0,0,1
Golden State Drilling and Producing Co.,0,0,1,0,0,1
"Golden State Expl. Co., Ltd.",0,0,1,0,0,1
Golden Sun International,0,0,1,0,0,1
Goldie & Rosa Steiner,0,0,1,0,0,1
Goldman Oil Syndicate,0,0,1,0,0,1
Goldsmith Bros. Inc. Ltd.,0,0,1,0,0,1
Good-Rich Drilling Co.,0,0,1,0,0,1
"Good-Rich Oil Corp., Ltd.",0,0,1,0,0,1
"Goodknight, Bass & Garner",0,0,1,0,0,1
Goodrich & Hudson,0,0,1,0,0,1
Gordon and Horowitz,0,0,1,0,0,1
Gordon L. Graham,0,0,1,0,0,1
"Gordon Oil and Gas Co., Ltd.",0,0,1,0,0,1
Gorlin and Nelson,0,0,1,0,0,1
Gould Hills Petroleum Corporation,0,0,1,0,0,1
Government Refining & Gasoline Corp.Ltd.,0,0,1,0,0,1
Grace Ewing,0,0,1,0,0,1
Grace Oil Co.,0,0,1,0,0,1
Gracekern Oil Co.,0,0,1,0,0,1
Graham & Dewitt,0,0,1,0,0,1
Graham Loftus Oil Corp.,0,0,1,0,0,1
Granada Energy Corp.,0,0,1,0,0,1
"Grand View Oil Co., Ltd.",0,0,1,0,0,1
Grande Petro. Co.,0,0,1,0,0,1
"Granite Dev. Co., Inc.",0,0,1,0,0,1
Grant Owens,0,0,1,0,0,1
Grapevine Canon Oil Co.,0,0,1,0,0,1
Graphic Oil Corp.,0,0,1,0,0,1
Graves Oil Co.,0,0,1,0,0,1
Gravity Expl. Co.,0,0,1,0,0,1
Great Coastal Oil Corp.,0,0,1,0,0,1
Great Lakes Oil & Chemical Co.,0,0,1,0,0,1
Great Republic Oil & Paint Co.,0,0,1,0,0,1
Great Valley Dev. Co.,0,0,1,0,0,1
"Great Valley Petroleum, Inc.",0,0,1,0,0,1
Great West Oil Co.,0,0,1,0,0,1
Great Western Pacific Corp.,0,0,1,0,0,1
Great Western Petro. Corp.,0,0,1,0,0,1
Greater Stanta Cruz Oil Corp.,0,0,1,0,0,1
Green Oil Tunnel,0,0,1,0,0,1
Green Oil Wells,0,0,1,0,0,1
Green Petroleum Co.,0,0,1,0,0,1
"Gregg Drilling, Inc.",0,0,1,0,0,1
Gretna Corp.,0,0,1,0,0,1
"Grey-Holmes, Operator",0,0,1,0,0,1
Griffith & Arthur,0,0,1,0,0,1
Griffiths-Boehme Oil Co.,0,0,1,0,0,1
Grizzly Energy LLC,0,0,1,0,0,1
Groshen Oil Co.,0,0,1,0,0,1
"Group Oil Operators, Inc.",0,0,1,0,0,1
Grover Herring,0,0,1,0,0,1
Grunwell Oil Corp.,0,0,1,0,0,1
Guarantee Oil Co.,0,0,1,0,0,1
Guaranty Securities Co. Ltd.,0,0,1,0,0,1
Guiberson-Burke Co.,0,0,1,0,0,1
Guiberson-Cudahy,0,0,1,0,0,1
Gulf Oil (Trans AM Develop,0,0,1,0,0,1
Gulf Pacific Cable Co.,0,0,1,0,0,1
Gulf Verde Oil Co.,0,0,1,0,0,1
Gunnar Erikson,0,0,1,0,0,1
Guy L. Wiggs,0,0,1,0,0,1
Guy Richardson,0,0,1,0,0,1
"Gypsy Oil Syndicate, Inc.",0,0,1,0,0,1
H-K Exploartion Co.,0,0,1,0,0,1
H & H Oil Co.,0,0,1,0,0,1
"H & L Drilling Co., Inc.",0,0,1,0,0,1
H & L Operators,0,0,1,0,0,1
H & L Supply,0,0,1,0,0,1
H & M Oil Well,0,0,1,0,0,1
H & W Oil Producing Co.,0,0,1,0,0,1
H & W Williams Drilling,0,0,1,0,0,1
H. & C. Oil Co.,0,0,1,0,0,1
